Authors,Title,Reject,Year,Source,Publisher,ArticleURL
"S Knight, L Allen, A Gibson, D McNamara, ...",Writing analytics literacy: bridging from research to practice,1,2017,… Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029425
"R Bodily, K Verbert",Trends and issues in student-facing learning analytics reporting systems research,1,2017,… of the seventh international learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027403
"DYT Liu, K Bartimote-Aufflick, A Pardo, ...",Data-driven personalization of student learning support in higher education,1,2017,Learning analytics …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-52977-6_5
"CD Hundhausen, DM Olivares, AS Carter","IDE-based learning analytics for computing education: a process model, critical review, and research agenda",1,2017,ACM Transactions on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3105759
"X Hu, X Hou, CU Lei, C Yang, J Ng",An outcome-based dashboard for Moodle and Open edX,1,2017,… international learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029483
"K Holstein, BM McLaren, V Aleven",Intelligent tutors as teachers' aides: exploring teacher needs for real-time analytics in blended classrooms,1,2017,… international learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027451
"S Knight, T Anderson, K Tall",Dear learner: Participatory visualisation of learning data for sensemaking,1,2017,… Seventh International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029443
"X Hu, C Yang, C Qiao, X Lu, SKW Chu","New features in Wikiglass, a learning analytic tool for visualizing collaborative work on wikis",1,2017,… International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029489
T Lehtinen,Bootstrapping Learning Analytics Case: Aalto Online Learning,1,2017,,aaltodoc.aalto.fi,https://aaltodoc.aalto.fi/handle/123456789/29327
"J Sluijter, M Otten",Business intelligence (BI) for personalized student dashboards,1,2017,… of the seventh international learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029458
S Corrall,The iSchool View: Transferability of Data-Related Roles and Competencies,1,2017,,d-scholarship.pitt.edu,http://d-scholarship.pitt.edu/32530/
"D Quigley, J Ostwald, T Sumner",Scientific modeling: using learning analytics to examine student practices and classroom variation,1,2017,… international learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027420
"M Ez-Zaouia, E Lavoué",EMODA: A tutor oriented multimodal and contextual emotional dashboard,1,2017,… of the seventh international learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027434
"B Sun, S Lai, C Xu, R Xiao, Y Wei, Y Xiao",Differences of online learning behaviors and eye-movement between students having different personality traits,1,2017,Proceedings of the 1st ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3139513.3139527
"K Mouri, H Ogata, N Uosaki",Learning analytics in a seamless learning environment,1,2017,… Seventh International Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027408
"R Martinez-Maldonado, SB Shum, B Schneider, ...",Learning Analytics for Natural User Interfaces.,1,2017,… of Learning Analytics,ERIC,https://eric.ed.gov/?id=EJ1139384
"A Gibson, A Aitken, Á Sándor, ...",Reflective writing analytics for actionable feedback,1,2017,… learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027436
"R Gennari, P Vittorini, F De la Prieta, T Di Mascio, ...","Methodologies and Intelligent Systems for Technology Enhanced Learning, 9th",1,2017,,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-23990-9.pdf
"M Scheffel, H Drachsler, K Kreijns, J De Kraker, ...","… as you lead, I am performing well indeed! Using results from an exploratory offline study to inform an empirical online study about a learning analytics widget in a …",1,2017,… Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027428
"DB Knight, KA Davis, T Kinoshita, ...",Assessing students' global and contextual competencies: Three categories of methods used to assess a program with coursework and international modules,1,2017,2017 ASEE Annual …,peer.asee.org,https://peer.asee.org/assessing-students-global-and-contextual-competencies-three-categories-of-methods-used-to-assess-a-program-with-coursework-and-international-modules
"K Holstein, BM McLaren, V Aleven",SPACLE: investigating learning across virtual and physical spaces using spatial replays,1,2017,… International Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027450
"U Gadiraju, S Dietze",Improving learning through achievement priming in crowdsourced information finding microtasks,1,2017,… of the Seventh International Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027402
"C Avila, S Baldiris, R Fabregat, S Graf",ATCE: an analytics tool to trace the creation and evaluation of inclusive and accessible open educational resources,1,2017,… International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027413
"CJS Hansen, B Wasson, H Skretting, ...",When learning is high stake,1,2017,… Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029461
"A Akram, C Fu, Y Tang, Y Jiang, K Guo",Digging deep inside: An extended analysis of SCHOLAT e-learning data,1,2017,… Conference on Human Centered …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-74521-3_44
"A Cooper, A Berg, N Sclater, T Dorey-Elias, ...",LAK17 hackathon: getting the right information to the right people so they can take the right action,1,2017,… Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029435
"N Lambropoulos, H Fardoun, ...",Social networks serendipity for educational learning by surprise from big and small data analysis,1,2017,… Conference on Social …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-58562-8_31
"GM Shivanagowda, RH Goudar, ...",CRETAL: a personalized learning environment in conventional setup,1,2017,Proceedings of the 10th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3140107.3140130
"S Aslan, E Okur, N Alyuz, SE Mete, E Oktay, ...",Students' emotional self-labels for personalized models,1,2017,… Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029452
"M Nakayama, C Kogo, K Suzuki, ...",Curriculum development for Educational Technology based on comparisons of course syllabi resources using lexical analysis,1,2017,… Transactions on e …,publications.eai.eu,https://publications.eai.eu/index.php/el/article/view/1773
"H Dausend, J für die Grundschuldidaktik",Angaben zu den Autorinnen und Autoren,1,2017,Tablets in Schule und Unterricht,Springer,https://link.springer.com/content/pdf/10.1007/978-3-658-13809-7.pdf#page=377
"C Voigt, B Kieslinger, T Schäfer",User Experiences Around Sentiment,1,2017,,zsi.at,https://www.zsi.at/object/publication/4621/attach/User_Experiences_Around_Sentiment_Analyses_Pre-Print_Voigt.pdf
"E Ras, F Wild, C Stahl, A Baudet",Bridging the skills gap of workers in Industry 4.0 by human performance augmentation tools: Challenges and roadmap,1,2017,Proceedings of the 10th International …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3056540.3076192
C De Lira,Improving the Learning Experiences of First-Year Computer Science Students with Empathetic IDEs,1,2017,Proceedings of the 2017 ACM Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3105726.3105742
"V Kovanović, S Joksimović, P Katerinopoulos, ...",Developing a MOOC experimentation platform: Insights from a user study,1,2017,… Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027398
WS Allen,Open professional development as a sociotechnical design challenge,1,2017,Proceedings of the 2017 CHI Conference Extended …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027063.3053143
"JM Laffey, J Griffin, J Sigoloff, S Lander, ...",Mission HydroSci: a progress report on a transformational role playing game for science learning,1,2017,Proceedings of the 12th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3102071.3106354
B Gurung,"3Ds of Integrating Cloud Technologies into Classrooms: Digital Identity, Competencies, and Self-Efficacy",1,2017,Integration of Cloud Technologies in Digitally …,igi-global.com,https://www.igi-global.com/chapter/3ds-of-integrating-cloud-technologies-into-classrooms/172263
CD Hundhausen,From the Editor's Desk: TOCE continues on a positive trajectory in 2016,1,2017,ACM Transactions on Computing Education (TOCE),dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3078193
"KH James, J Lester, D Schwartz, KM Cheng, ...",Perspectives on learning with multimodal technology,1,2017,The Handbook of …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3015783.3015798
"RS Adams, M Goldstein, Ş Purzer, J Chao, ...",Traversing the barriers to using big data in understating how high school students design,1,2017,Design Computing and …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-44989-0_33
"D Fonseca, S Villagrasa, I Navarro, ...",Student motivation assessment using and learning virtual and gamified urban environments,1,2017,Proceedings of the 5th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3144826.3145422
"AS Carter, CD Hundhausen, O Adesope",Blending measures of programming and social behavior into predictive models of student achievement in early computing courses,1,2017,ACM Transactions on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3120259
"V Echeverria, R Martinez-Maldonado, ...",Towards data storytelling to support teaching and learning,1,2017,Proceedings of the 29th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3152771.3156134
"AM Ogilvie, DB Knight, MJ Borrego, ...",Board# 113: Understanding and Diversifying Transfer Student Pathways to Engineering Degrees: An Update on Project Findings,1,2017,2017 ASEE Annual …,peer.asee.org,https://peer.asee.org/board-113-understanding-and-diversifying-transfer-student-pathways-to-engineering-degrees-an-update-on-project-findings
"M Ponticorvo, A Rega, A Di Ferdinando, D Marocco, ...",Approaches to Embed Bio-inspired Computational Algorithms in Educational and Serious Games.,1,2017,CAID@ IJCAI,ceur-ws.org,http://ceur-ws.org/Vol-2099/paper2.pdf
"F Bouchet, H Labarthe, K Yacef, ...",Comparing peer recommendation strategies in a MOOC,1,2017,Adjunct Publication of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3099023.3099036
"T Rohloff, J Renz, M Bothe, C Meinel",Supporting multi-device e-learning patterns with second screen mobile applications,1,2017,… of the 16th World Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3136907.3136931
"C Thomas, DB Jayagopi",Predicting student engagement in classrooms using facial behavioral cues,1,2017,Proceedings of the 1st ACM SIGCHI …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3139513.3139514
"JPL Tan, S Yang, E Koh, C Jonathan",Fostering 21st century literacies through a collaborative critical reading and learning analytics environment: user-perceived benefits and problematics,1,2016,… conference on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883965
"H Allert, C Richter",A Framework for Learning Analytics: Paradigms and Practices,1,2016,Researchgate. https://doi. org/10.13140/RG,researchgate.net,https://www.researchgate.net/profile/Heidrun-Allert/publication/309211348_A_Framework_for_Learning_Analytics_Paradigms_and_Practices/links/5805ee1108aeb85ac85e3906/A-Framework-for-Learning-Analytics-Paradigms-and-Practices.pdf
"E Koh, A Shibani, JPL Tan, H Hong",A pedagogical framework for learning analytics in collaborative inquiry tasks: An example from a teamwork competency awareness program,1,2016,… Conference on Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883914
"S Grover, M Bienkowski, A Tamrakar, ...",Multimodal analytics to study collaborative problem solving in pair programming,1,2016,… on Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883877
A Wilde,Understanding persuasive technologies to improve completion rates in MOOCs,1,2016,,research-repository.st-andrews.ac …,https://research-repository.st-andrews.ac.uk/handle/10023/12206
"I Menchaca, M Guenaga, J Solabarrieta",Using learning analytics to assess project management skills on engineering degree courses,1,2016,Proceedings of the Fourth …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3012430.3012542
"X Hu, J Ip, K Sadaful, G Lui, S Chu",Wikiglass: A learning analytic tool for visualizing collaborative wikis of secondary school students,1,2016,… conference on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883966
"S Bull, B Ginon, J Kay, M Kickmeier-Rust, ...",LAL workshop: learning analytics for learners,1,2016,… on Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883852
"B Wasson, C Hansen, G Netteland",Data literacy and use for learning when using learning analytics for learners,1,2016,,hvlopen.brage.unit.no,https://hvlopen.brage.unit.no/hvlopen-xmlui/handle/11250/2429460
"M Kravcik, A Mikroyannidis, V Pammer, M Prilla, ...",Proceedings of the 6th Workshop on Awareness and Reflection in Technology Enhanced Learning. In conjunction with the 11th European Conference on Technology …,1,2016,,oro.open.ac.uk,http://oro.open.ac.uk/48039/
"R Martinez-Maldonado, B Schneider, ...","Interactive surfaces and learning analytics: Data, orchestration aspects, pedagogical uses and challenges",1,2016,… on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883873
"S Bull, B Ginon, C Boscolo, M Johnson",Introduction of learning visualisations and metacognitive support in a persuadable open learner model,1,2016,… on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883853
"A Muslim, MA Chatti, T Mahapatra, ...",A rule-based indicator definition tool for personalized learning analytics,1,2016,… on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883921
"S Ruiz, S Charleer, M Urretavizcaya, J Klerkx, ...",Supporting learning by considering emotions: tracking and visualization a case study,1,2016,… on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883888
J Abdul-Alim,Student Data Often Underutilized in Promoting Success for Students,1,2016,Diverse Issues in Higher Education,search.proquest.com,https://search.proquest.com/openview/683589f22bea27411abda0540afaead0/1.pdf?pq-origsite=gscholar&cbl=27805
"AD Kshirsagar, DKS Thakre",A Survey on Analyzing Social Media Data for Understanding Students' Learning Experiences,1,2016,published in International Journal of Computer Science …,,
A van Leeuwen,Learning analytics in a flipped university course,1,2016,… Sixth International Conference on Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883874
"S Kulkarni, V Rajamanickam",Designing Data Collection Methods for Applying Learning Analytics in Resource Constrained Schools,1,2016,Proceedings of the 8th Indian Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3014362.3014366
CD Epp,English language learner experiences of formal and informal learning environments,1,2016,… Sixth International Conference on Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883896
"J McPherson, HL Tong, SJ Fatt, DYT Liu",Student perspectives on data provision and use: starting to unpack disciplinary differences,1,2016,… on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883945
"R Pelánek, J Rihák, J Papoušek",Impact of data collection on interpretation and evaluation of student models,1,2016,… conference on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883868
"A Balderas, I Ruiz-Rube, JM Mota, JM Dodero, ...",A development environment to customize assessment through students interaction with multimodal applications,1,2016,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3012430.3012644
"A Dix, A Malizia, S Gabrielli",Hci and the educational technology revolution,1,2016,… of the International Working Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2909132.2927472
"M Villamañe, M Larrañaga, A Álvarez, ...",RubricVis: Enriching rubric-based formative assessment with visual learning analytics,1,2016,Proceedings of the Fourth …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3012430.3012541
"J Papoušek, V Stanislav, R Pelánek",Evaluation of an adaptive practice system for learning geography facts,1,2016,… conference on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883884
"MC Buzzi, M Buzzi, E Perrone, B Rapisarda, ...",Learning games for the cognitively impaired people,1,2016,Proceedings of the 13th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2899475.2899487
"CD Hundhausen, AS Carter",Exploring Learning Analytics for Computing Education,1,2016,Proceedings of the 47th ACM Technical …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2839509.2850492
S Shahapurkar,Crossing the chasm: Deploying machine learning analytics in dynamic real-world scenarios,1,2016,,search.proquest.com,https://search.proquest.com/openview/c6b76606081d9d0a8b9639017b3e8d7c/1?pq-origsite=gscholar&cbl=18750
"A Johri, K Madhavan, ...",Guest Editorial: Data Sharing in Engineering Education,1,2016,Advances in Engineering …,advances.asee.org,http://advances.asee.org/wp-content/uploads/vol05/issue02/Papers/AEE-18-DS-GuestEditorial.pdf
"AM Ogilvie, DB Knight, MJ Borrego, ...",Transfer student pathways to engineering degrees: Progress and preliminary findings from a multi-institutional study based in Texas,1,2016,2016 ASEE Annual …,peer.asee.org,https://peer.asee.org/transfer-student-pathways-to-engineering-degrees-progress-and-preliminary-findings-from-a-multi-institutional-study-based-in-texas
"JR Grohs, MM Soledad, DB Knight, ...",Understanding the effects of transferring in statics credit on performance in future mechanics courses,1,2016,2016 ASEE Annual …,peer.asee.org,https://peer.asee.org/understanding-the-effects-of-transferring-in-statics-credit-on-performance-in-future-mechanics-courses
"GD Young, DB Knight, LM Warburton, ...",Developing student-centered partnerships: professional socialization and the transition to industry,1,2016,2016 ASEE Annual …,peer.asee.org,https://peer.asee.org/developing-student-centered-partnerships-professional-socialization-and-the-transition-to-industry
A van den Beemt,George Siemens: Van onderwijstechnologie naar human agency,1,2016,TALENT,xperthractueel.nl,https://www.xperthractueel.nl/content/uploads/OnO_16_03.pdf#page=12
"BJ Novoselich, DB Knight",Shared leadership in mechanical engineering-centric capstone design teams: A comparison of military and civilian engineering programs,1,2016,2016 ASEE Annual Conference & …,peer.asee.org,https://peer.asee.org/shared-leadership-in-mechanical-engineering-centric-capstone-design-teams-a-comparison-of-military-and-civilian-engineering-programs
"KS Coleman, KV Johnson","Badge claims: Creativity, evidence and the curated learning journey",1,2016,Foundation of digital badges and micro …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-15425-1_20
"T Kinoshita, CT Amelink, DB Knight",Exploring graduate funding: Variation across engineering disciplines and relationships to student engagement and satisfaction,1,2016,2016 ASEE Annual Conference …,peer.asee.org,https://peer.asee.org/exploring-graduate-funding-variation-across-engineering-disciplines-and-relationships-to-student-engagement-and-satisfaction
"X Hu, TDJ Ng, L Tian, CU Lei",Automating assessment of collaborative writing quality in multiple stages: The case of wiki,1,2016,… Conference on Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2883851.2883963
JL Fritz,Using analytics to encourage student responsibility for learning and identify course designs that help,1,2016,,search.proquest.com,https://search.proquest.com/openview/c4938ea8556ef66d3b923c824ca56907/1?pq-origsite=gscholar&cbl=18750
P Mikulecky,Decision Processes in Smart Learning Environments,1,2016,International Conference on Computational Collective …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-45246-3_35
M Nakayama,Lexical analysis of syllabi in the area of technology enhanced learning,1,2016,… technology based higher education and training …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7760712/
"L Plunkett, U Gasser",Student Privacy and Ed Tech (K-12) Research Briefing,1,2016,Berkman Center Research Publication,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2842800
J Treviranus,Life-long learning on the inclusive web,1,2016,Proceedings of the 13th International Web for All …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2899475.2899476
"PJ Donnelly, N Blanchard, B Samei, AM Olney, ...",Multi-sensor modeling of teacher instructional segments in live classrooms,1,2016,Proceedings of the 18th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2993148.2993158
"L Johnson, SA Becker, M Cummins, V Estrada, ...",NMC horizon report: 2016 higher education edition,1,2016,,learntechlib.org,https://www.learntechlib.org/p/171478/
"A Ali, J Qadir, A Sathiaseelan, ...",Big data for development: applications and techniques,1,2016,Big Data …,bdataanalytics.biomedcentral.com,https://bdataanalytics.biomedcentral.com/articles/10.1186/s41044-016-0002-4
"AS Carter, CD Hundhausen","With a little help from my friends: An empirical study of the interplay of students' social activities, programming activities, and course success",1,2016,Proceedings of the 2016 ACM Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2960310.2960322
"B Ginon, MD Johnson, A Türker, MD Kickmeier-Rust",An Open Learner Model Used by Teachers to Monitor Speed Reading Learners.,1,2016,IWTA@ EC-TEL,ceur-ws.org,http://ceur-ws.org/Vol-1738/IWTA_2016_paper5.pdf
"C Adams, TL Thompson",Posthuman Confluencies,1,2016,Researching a Posthuman World,Springer,https://link.springer.com/chapter/10.1057/978-1-137-57162-5_5
"SA Becker, JC Rodriguez, V Estrada, A Davis",Innovating language education: An NMC Horizon Project strategic brief,1,2016,,learntechlib.org,https://www.learntechlib.org/p/171514/
"CM Gray, E Boling",Inscribing ethics and values in designs for learning: a problematic,1,2016,Educational technology research and development,Springer,https://link.springer.com/article/10.1007/s11423-016-9478-x
"D Gamage, I Perera, S Fernando",Evaluating effectiveness of MOOCs using empirical tools: Learners' perspective,1,2016,The 10th International …,academia.edu,https://www.academia.edu/download/43778434/INTED-_Evalauating_effectivness-_FINAL.pdf
"D Lanclos, AD Asher",Ethnographish': The State of the Ethnography in Libraries,1,2016,Weave: Journal of Library User …,quod.lib.umich.edu,http://quod.lib.umich.edu/cgi/t/text/idx/w/weave/12535642.0001.503/--ethnographish-the-state-of-the-ethnography-in-libraries?rgn=main;view=fulltext
"E Jung, M Kim, CM Reigeluth",Learning in action: How competent professionals learn,1,2016,Performance Improvement …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/piq.21209
"NS Huerta-Pacheco, G Rebolledo-Mendez, ...",Cognitive-affective modelling approach in tutoring system,1,2016,Proceedings of the 1st …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2897000.2897005
D Olivares,Exploring learning analytics for computing education,1,2015,Proceedings of the Eleventh Annual International …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2787622.2787746
A Van Leeuwen,Learning analytics to support teachers during synchronous CSCL: Balancing between overview and overload,1,2015,Journal of learning Analytics,learning-analytics.info,https://www.learning-analytics.info/index.php/JLA/article/view/4254
"S Oviatt, PR Cohen",The paradigm shift to multimodality in contemporary computer interfaces,1,2015,Synthesis lectures on human-centered …,morganclaypool.com,https://www.morganclaypool.com/doi/abs/10.2200/S00636ED1V01Y201503HCI030
"T Vogelsang, L Ruppertz",On the validity of peer grading and a cloud teaching assistant system,1,2015,… Conference on Learning Analytics And …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2723576.2723633
"M Taheri, C Meinel",Pedagogical evaluation of the design thinking MOOCs,1,2015,Proceedings from the 3rd …,dl.designresearchsociety.org,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1042&context=conference-volumes#page=493
"C Brozina, DB Knight",Learning Management Systems: What more can we know?,1,2015,2015 ASEE Annual Conference & Exposition,peer.asee.org,https://peer.asee.org/learning-management-systems-what-more-can-we-know
"AC Ferreira, A León, RJ Yedra, ...","Social Learning Analytics en grupos de Facebook, para la identificación de estudiantes de bajo desempeño",1,2015,… dos Workshops do …,ojs.sector3.com.br,http://ojs.sector3.com.br/index.php/wcbie/article/view/6201
TI Asino,The future of our field,1,2015,TechTrends,researchgate.net,https://www.researchgate.net/profile/Patricia-Young-2/publication/335753099_Contemplating_the_future_of_educational_technology/links/614b8a2c519a1a381f792bb3/Contemplating-the-future-of-educational-technology.pdf
"S Oviatt, PR Cohen",Emerging Multimodal Research Areas and Applications,1,2015,The Paradigm Shift to Multimodality in Contemporary …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-02213-5_10
G Stahl,A decade of CSCL,1,2015,… Journal of Computer-Supported Collaborative Learning,Springer,https://link.springer.com/article/10.1007/s11412-015-9222-2
"AS Carter, CD Hundhausen, O Adesope",The normalized programming state model: Predicting student performance in computing courses based on programming behavior,1,2015,Proceedings of the Eleventh …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2787622.2787710
"A Mora, P Zaharias, C González, ...",Fraggle: a framework for agile gamification of learning experiences,1,2015,… Conference on Games …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-40216-1_57
"CS Loh, Y Sheng, D Ifenthaler",Serious games analytics,1,2015,"… Sebastian Loh, Yanyan Sheng, and Dirk …",Springer,https://link.springer.com/content/pdf/10.1007/978-3-319-05834-4.pdf
"R Rana, V Kolhe",Analysis of Students Emotion for Twitter Data using Naïve Bayes and Non Linear Support Vector Machine Approachs,1,2015,International Journal on Recent and Innovation Trends …,,
"ELC Law, F Wild",A multidimensional evaluation framework for personal learning environments,1,2015,Responsive Open Learning Environments,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/27982/1002016.pdf?sequence=1#page=76
"AM Ogilvie, DB Knight, TC Long, SG Adams, ...",Rising sophomore abroad program: A model for professional formation of globally competent engineers,1,2015,2015 ASEE Annual …,peer.asee.org,https://peer.asee.org/rising-sophomore-abroad-program-a-model-for-professional-formation-of-globally-competent-engineers
"SB Daily, MT James, T Roy, ...",EngageMe: Designing a Visualization Tool Utilizing Physiological Feedback to Support Instruction.,1,2015,"… , Instruction, Cognition & …",search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15400182&AN=110435101&h=hdOU9Rt3oCPwaqIdzWCcCuG0U%2Fvi%2BTsewRbriuuxpBLnq4QFvThwInV%2F3RRZ247gn060hXB3%2BhYcW4ibvfaujw%3D%3D&crl=c
M Minimair,Collaborative computer algebra,1,2015,Special Sessions in Applications of Computer Algebra,Springer,https://link.springer.com/chapter/10.1007/978-3-319-56932-1_20
О Ruptas,Modern technology as a mean of education strategy implementation,1,2015,Релігія та соціум,irbis-nbuv.gov.ua,http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/relsoc_2015_3_13.pdf
"N Pontika, P Knoth, M Cancellieri, ...",Fostering open science to research using a taxonomy and an eLearning portal,1,2015,Proceedings of the 15th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2809563.2809571
"RM Branch, TA Dousay",Welcome to Jacksonville and the 2014 AECT International Convention,1,2015,Sat,aect.org,https://aect.org/docs/2014_AECTConventionProgram-Jacksonville.pdf
A Pardo,Designing learning analytics experiences,1,2014,Learning analytics,Springer,https://link.springer.com/chapter/10.1007/978-1-4614-3305-7_2
"L Shoukry, S Göbel, R Steinmetz",Learning analytics and serious games: Trends and considerations,1,2014,Proceedings of the 2014 ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2656719.2656729
"M Sharkey, M Ansari",Deconstruct and Reconstruct: Using Topic Modeling on an Analytics Corpus.,1,2014,LAK Workshops,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.663.5591&rep=rep1&type=pdf
"CD Hundhausen, AS Carter",Supporting social interactions and awareness in educational programming environments,1,2014,Proceedings of the 5th Workshop on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2688204.2688215
"A Selvin, S Buckingham Shum",Constructing knowledge art: An experiential perspective on crafting participatory representations,1,2014,… Lectures on Human-Centered …,morganclaypool.com,https://www.morganclaypool.com/doi/abs/10.2200/S00593ED1V01Y201408HCI023
"R Rana, MVL Kolhe",Survey on Analysis of Students' Emotions through Social Media Data Mining,1,2014,,Citeseer,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.667.8287&rep=rep1&type=pdf
"V Lukarov, MA Chatti, H Thüs, FS Kia, A Muslim, ...",Data Models in Learning Analytics.,1,2014,DeLFI Workshops,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.663.1463&rep=rep1&type=pdf#page=89
"F Heberle, PA Henning, A Streicher, ...",Advancement of MOOCs with learning pathways,1,2014,6th Conference on …,platform.almanhal.com,https://platform.almanhal.com/Files/Articles/62917
